LON	LAT	TIPO	name	alt_name
-16.582574374148	28.3265710232069	CAPTA-GALERÍA CONVENCIONAL	Galería el Almagre 2	
-16.5773490524083	28.3263517626965	CAPTA-GALERÍA CONVENCIONAL	Galería la Cumbre	
-16.4521060342091	28.3568847911728	CAPTA-GALERÍA CONVENCIONAL	Galería los Huecos	
-16.4548852281842	28.3437144330378	CAPTA-GALERÍA CONVENCIONAL	Galería el Espigón 1	
-16.4493037227147	28.3488731239359	CAPTA-GALERÍA CONVENCIONAL	Galería Añavingo	
-16.4721282487404	28.3402171497187	CAPTA-GALERÍA CONVENCIONAL	Galería Cazme	Galería Aguas del Valle
-16.4563783695742	28.3342671235454	CAPTA-GALERÍA CONVENCIONAL	Galería el Valle	
-16.5204888915821	28.3415186907549	CAPTA-GALERÍA CONVENCIONAL	Galería Montaña Blanca 1	
-16.4959400906819	28.3571599692849	CAPTA-GALERÍA CONVENCIONAL	Galería la Puente	
-16.4448518138874	28.3613932517965	CAPTA-GALERÍA CONVENCIONAL	Galería la Laja	
-16.5371245026215	28.3300328420144	CAPTA-GALERÍA CONVENCIONAL	Galería Montaña de Enmedio	
-16.4645875942566	28.2611377213008	CAPTA-GALERÍA CONVENCIONAL	Galería Río de la Fuente 1	
-16.4394986703685	28.3480383534169	CAPTA-GALERÍA CONVENCIONAL	Galería el Drago 1	
-16.4400151744323	28.3424643114959	CAPTA-GALERÍA CONVENCIONAL	Galería los Zarzales 1	
-16.4464154757677	28.3555644190773	CAPTA-GALERÍA CONVENCIONAL	Galería el Caudal 1	
-16.4329080215753	28.3442178693821	CAPTA-GALERÍA CONVENCIONAL	Galería el Paso	
-16.4292536156619	28.3425233603421	CAPTA-GALERÍA CONVENCIONAL	Galería el Río	Galería Viña Nueva
-16.4395750320156	28.3582360872196	CAPTA-GALERÍA CONVENCIONAL	Galería Piedra Cumplida	
-16.4260883821698	28.3339102520624	CAPTA-GALERÍA CONVENCIONAL	Galería Binchelche	
-16.425638335507	28.3452778135841	CAPTA-GALERÍA CONVENCIONAL	Galería la Belleza	
-16.4680714890684	28.2706400777206	CAPTA-GALERÍA CONVENCIONAL	Galería la Majada	
-16.4880291386675	28.2616335445093	CAPTA-GALERÍA CONVENCIONAL	Galería Río de la Plata	
-16.4766807994414	28.2828487273612	CAPTA-GALERÍA CONVENCIONAL	Galería Barranco de Guaco	
-16.4875982557063	28.2746436281753	CAPTA-GALERÍA CONVENCIONAL	Galería el Riscadero	
-16.47261928949	28.2885062984507	CAPTA-GALERÍA CONVENCIONAL	Galería Morro Negro	
-16.4513205087763	28.2562250882554	CAPTA-GALERÍA CONVENCIONAL	Galería Cercado de la Viña	
-16.4865097821463	28.2696735387609	CAPTA-GALERÍA CONVENCIONAL	Galería Río de la Cañada	
-16.4835009921325	28.2555816967159	CAPTA-GALERÍA CONVENCIONAL	Galería Tenazo	
-16.4623425508578	28.2743928740135	CAPTA-GALERÍA CONVENCIONAL	Galería Herques y Amorín	
-16.4873316261187	28.2583830182172	CAPTA-GALERÍA CONVENCIONAL	Galería Aguas del Teide	
-16.4794488074387	28.2588657041058	CAPTA-GALERÍA CONVENCIONAL	Galería Río del Hornito	
-16.4988980496547	28.2661988413685	CAPTA-GALERÍA CONVENCIONAL	Galería Río de las Vacas	
-16.4620438786992	28.304017060039	CAPTA-GALERÍA CONVENCIONAL	Galería la Paloma	
-16.4572217770587	28.2831570223544	CAPTA-GALERÍA CONVENCIONAL	Galería Dos de Febrero	
-16.4962281573528	28.3522381133321	CAPTA-GALERÍA CONVENCIONAL	Galería Pedro Gil	
-16.4543175265205	28.2742619425144	CAPTA-GALERÍA CONVENCIONAL	Galería Saltadero de Sosa	
-16.6262116358072	28.3657039320648	CAPTA-GALERÍA CONVENCIONAL	Galería el Partido	
-16.6235988357995	28.3723502643579	CAPTA-GALERÍA CONVENCIONAL	Galería Barranco Hondo 1	
-16.6209937685617	28.3654321665909	CAPTA-GALERÍA CONVENCIONAL	Galería las Lajas del Andén	
-16.6154906091957	28.3658584940737	CAPTA-GALERÍA CONVENCIONAL	Galería la Quilla	
-16.6490847515413	28.3682177679785	CAPTA-GALERÍA CONVENCIONAL	Galería el Porvenir	
-16.6477546356699	28.3653369096872	CAPTA-GALERÍA CONVENCIONAL	Galería los Palomos	
-16.63893074594	28.3607955329035	CAPTA-GALERÍA CONVENCIONAL	Galería Río de la Guancha	
-16.6482109691936	28.367136342648	CAPTA-GALERÍA CONVENCIONAL	Galería Río de la Esperanza	
-16.6494732200583	28.3781583301209	CAPTA-GALERÍA CONVENCIONAL	Galería Santa Teresa	
-16.6429640848417	28.3669740708674	CAPTA-GALERÍA CONVENCIONAL	Galería Derriscadero	
-16.6621664197875	28.3754952217982	CAPTA-GALERÍA CONVENCIONAL	Galería el Pinalete	
